stock,endDate,totalRevenue,costOfRevenue,grossProfit,totalOperatingExpenses,sellingGeneralAdministrative,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome
RYB,2019-12-31,182283000,155534000,26749000,182117000,26583000.0,166000,166000,1351000.0,3541000,-2434000
RYB,2018-12-31,156498000,130864000,25634000,159525000,28661000.0,-3027000,-3027000,746000.0,2459000,-1789000
RYB,2017-12-31,140803000,111277000,29526000,131469000,20192000.0,9334000,9334000,10353000.0,3812000,7115000
RYB,2016-12-31,108513000,91616000,16897000,100962000,9346000.0,7551000,7551000,8042000.0,2155000,6505000
VNDA,2019-12-31,227188000,24488000,202700000,204378000,129736000.0,22810000,22810000,29028000.0,-86525000,115553000
VNDA,2018-12-31,193118000,20508000,172610000,171380000,105751000.0,21738000,21738000,25346000.0,138000,25208000
VNDA,2017-12-31,165083000,17848000,147235000,181986000,123841000.0,-16903000,-16903000,-15431000.0,136000,-15567000
VNDA,2016-12-31,146017000,24712000,121305000,164588000,99787000.0,-18571000,-18571000,-17906000.0,104000,-18010000
EOS,2019-12-31,7480604,0,7480604,8744684,8744684.0,-1264080,-1264080,192772276.0,0,192772276
EOS,2018-12-31,7321494,0,7321494,8630598,8630598.0,-1309104,-1309104,4450354.0,0,4450354
EOS,2017-12-31,6776304,0,6776304,7850041,7850041.0,-1073737,-1073737,150448388.0,0,150448388
EOS,2016-12-31,8415734,0,8415734,7246791,7246791.0,1168943,1168943,14491088.0,0,14491088
TURN,2019-12-31,791297,0,791297,5591688,5693065.0,-4800391,-4800391,13180138.0,1267,13178871
TURN,2018-12-31,685836,0,685836,3035664,3030779.0,-2349828,-2349828,997782.0,6003,991779
TURN,2017-12-31,1229923,0,1229923,3988389,3964998.0,-2758466,-2758466,9430596.0,12853,9417743
TURN,2016-12-31,1792190,0,1792190,5378306,5332797.0,-3586116,-3586116,-16364593.0,1767,-16366360
GGG,2019-12-27,1646045000,786289000,859756000,1226589000,372743000.0,419456000,419456000,405877000.0,62024000,343853000
GGG,2018-12-28,1653292000,770753000,882539000,1224865000,390988000.0,428427000,428427000,410766000.0,69712000,341054000
GGG,2017-12-29,1474744000,679542000,795202000,1101999000,363240000.0,372745000,372745000,347094000.0,94682000,252412000
GGG,2016-12-30,1329293000,618424000,710869000,1023129000,345139000.0,306164000,306164000,96655000.0,55981000,40674000
GFF,2019-09-30,2209289000,1614020000,595269000,2072522000,424076000.0,136767000,136767000,72178000.0,26556000,37287000
GFF,2018-09-30,1977918000,1447237000,530681000,1873871000,394928000.0,104047000,104047000,33810000.0,555000,125678000
GFF,2017-09-30,1524997000,1116871000,408126000,1446353000,298787000.0,78644000,78644000,16698000.0,-1085000,14912000
GFF,2016-09-30,1477035000,1076342000,400693000,1394695000,288632000.0,82340000,82340000,32213000.0,12432000,30010000
ATGE,2019-06-30,1239687000,636040000,603647000,1036451000,400411000.0,203236000,203236000,170181000.0,34157000,95168000
ATGE,2018-06-30,1231211000,632232000,598979000,1005296000,373064000.0,225915000,225915000,198545000.0,84102000,33769000
ATGE,2017-06-30,1207909000,638245000,569664000,1007288000,369043000.0,200621000,200621000,130565000.0,9594000,122283000
ATGE,2016-06-30,1080075000,568950000,511125000,921596000,352646000.0,158479000,158479000,150822000.0,25326000,-3166000
TRIL,2019-12-31,124000,0,124000,32705000,5439000.0,-32581000,-32581000,-41594000.0,28000,-41622000
BIO,2019-12-31,2311659000,1050263000,1261396000,2058798000,811825000.0,252861000,252861000,2261081000.0,502406000,1758675000
BIO,2018-12-31,2289415000,1060964000,1228451000,2094343000,834483000.0,195072000,195072000,512659000.0,147045000,365614000
BIO,2017-12-31,2160153000,970350000,1189803000,2007797000,802790000.0,152356000,152356000,97805000.0,-24444000,122249000
BIO,2016-12-31,2068172000,927644000,1140528000,1919173000,785821000.0,148999000,148999000,41560000.0,15560000,26000000
FSFG,2019-09-30,82480000,0,82480000,62135000,55910000.0,20345000,0,20090000.0,3095000,16177000
FSFG,2018-09-30,47764000,0,47764000,32023000,27845000.0,15741000,0,14758000.0,2422000,10902000
FSFG,2017-09-30,36784000,0,36784000,24574000,21299000.0,12210000,0,11833000.0,2520000,9313000
FSFG,2016-09-30,26162000,0,26162000,21905000,18947000.0,4257000,0,5589000.0,-2322000,7911000
KTCC,2019-06-29,464044000,429443000,34601000,457554000,21556000.0,6490000,6490000,-8740000.0,-758000,-7982000
KTCC,2018-06-30,446322000,412153000,34169000,440673000,22334000.0,5649000,5649000,-1442000.0,-117000,-1325000
KTCC,2017-07-01,467797000,429497000,38300000,458253000,22363000.0,9544000,9544000,7256000.0,1639000,5617000
KTCC,2016-07-02,484965000,446140000,38825000,474549000,22012000.0,10416000,10416000,8151000.0,1618000,6533000
LEAF,2019-12-31,154956000,92613000,62343000,181998000,65152000.0,-27042000,-27042000,-26777000.0,61000,-26838000
LEAF,2018-12-31,155042000,91159000,63883000,178364000,62951000.0,-23322000,-23322000,-23095000.0,95000,-23190000
LEAF,2017-12-31,128990000,78102000,50888000,159631000,57888000.0,-30641000,-30641000,-31170000.0,-37000,-31133000
LEAF,2016-12-31,113452000,67215000,46237000,152137000,56558000.0,-38685000,-38685000,-2021000.0,-10000,-2011000
LEN,2019-11-30,22259561000,17742081000,4517480000,19772168000,2056299000.0,2487393000,2487393000,2434292000.0,592173000,1849052000
LEN,2018-11-30,20571631000,16214737000,4356894000,18143530000,1952043000.0,2428101000,2428101000,2262684000.0,545171000,1695831000
LEN,2017-11-30,12646365000,11021481000,1624884000,11295494000,285889000.0,1350871000,1350871000,1189611000.0,417857000,810480000
LEN,2016-11-30,10949999000,8556157000,2393842000,9645733000,1131479000.0,1304266000,1304266000,1330469000.0,417378000,911844000
GO,2019-12-28,2559617000,1772515000,787102000,2491274000,639437000.0,68343000,68343000,16782000.0,1363000,15419000
GO,2018-12-29,2287660000,1592263000,695397000,2205193000,557100000.0,82467000,82467000,21852000.0,5984000,15868000
GO,2017-12-30,2075465000,1443582000,631883000,1998529000,510136000.0,76936000,76936000,25772000.0,5171000,20601000
GO,2016-12-31,1831531000,1270354000,561177000,1767462000,457051000.0,64069000,64069000,16922000.0,6724000,10198000
IRDM,2019-12-31,560444000,145144000,415300000,550324000,93165000.0,10120000,10120000,-218119000.0,-56120000,-161999000
IRDM,2018-12-31,523008000,142873000,380135000,481355000,97846000.0,41653000,41653000,-20649000.0,-7265000,-13384000
IRDM,2017-12-31,448046000,124841000,323205000,309959000,84405000.0,138087000,138087000,119572000.0,-114284000,233856000
IRDM,2016-12-31,433640000,109244000,324396000,257269000,82552000.0,176371000,176371000,178165000.0,67133000,111032000
AEO,2020-02-01,4308212000,2785911000,1522301000,3990073000,1029412000.0,318139000,318139000,245278000.0,54021000,191257000
AEO,2019-02-02,4035720000,2548082000,1487638000,3695023000,980610000.0,340697000,340697000,345100000.0,83198000,261902000
AEO,2018-02-03,3795549000,2423375000,1372174000,3464481000,879685000.0,331068000,331068000,287173000.0,83010000,204163000
AEO,2017-01-28,3609865000,2242938000,1366927000,3255723000,857562000.0,354142000,354142000,335262000.0,122813000,212449000
WMC,2019-12-31,92700000,0,92700000,19860000,14341000.0,72840000,0,71756000.0,1057000,70699000
WMC,2018-12-31,49794000,0,49794000,21864000,15788000.0,27930000,0,27118000.0,709000,26409000
WMC,2017-12-31,106362000,0,106362000,17632000,15213000.0,88730000,0,88584000.0,3487000,85097000
WMC,2016-12-31,145000,0,145000,21246000,20201000.0,-21101000,0,-21859000.0,3156000,-25015000
NXRT,2019-12-31,181066000,80693000,100373000,166157000,16378000.0,14909000,14909000,99438000.0,0,99140000
NXRT,2018-12-31,146597000,68393000,78204000,129805000,13942000.0,16792000,16792000,-1614000.0,0,-1609000
NXRT,2017-12-31,144235000,69760000,74475000,130946000,12434000.0,13289000,13289000,56359000.0,0,53374000
NXRT,2016-12-31,132848000,65469000,67379000,111003000,9891000.0,21845000,21845000,25888000.0,0,21882000
PD,2020-01-31,166351000,24579000,141772000,221910000,148320000.0,-55559000,-55559000,-49664000.0,675000,-50339000
PD,2019-01-31,117823000,17255000,100568000,160144000,104031000.0,-42321000,-42321000,-40040000.0,701000,-40741000
PD,2018-01-31,79630000,12717000,66913000,117946000,71697000.0,-38316000,-38316000,-37965000.0,184000,-38149000
SWX,2019-12-31,3119917000,2382541000,737376000,2763165000,15059000.0,356752000,356752000,272670000.0,56023000,213936000
SWX,2018-12-31,2880013000,2206570000,673443000,2536739000,21059000.0,343274000,343274000,243336000.0,61684000,182277000
SWX,2017-12-31,2548792000,1894171000,654621000,2222492000,19424000.0,326300000,326300000,259030000.0,65088000,193841000
SWX,2016-12-31,2460490000,1803508000,656982000,2164776000,19760000.0,295714000,295714000,231523000.0,78468000,152041000
TX,2019-12-31,10192818000,8457334000,1735484000,9330507000,654487000.0,862311000,862311000,826564000.0,196519000,564269000
TX,2018-12-31,11454807000,8488424000,2966383000,9355956000,667564000.0,2098851000,2098851000,2031567000.0,369435000,1506647000
TX,2017-12-31,9700296000,7008016000,2692280000,7841872000,629129000.0,1858424000,1858424000,1359809000.0,336882000,886219000
TX,2016-12-31,7223975000,5387482000,1836493000,6081849000,542380000.0,1142126000,1142126000,1118457000.0,411528000,595644000
VRNS,2019-12-31,254190000,34909000,219281000,330177000,212018000.0,-75987000,-75987000,-76376000.0,2388000,-78764000
VRNS,2018-12-31,270288000,27320000,242968000,299423000,198337000.0,-29135000,-29135000,-28165000.0,413000,-28578000
VRNS,2017-12-31,215390000,20714000,194676000,228809000,160726000.0,-13419000,-13419000,-11057000.0,2787000,-13844000
VRNS,2016-12-31,165863000,15737000,150126000,177858000,125461000.0,-11995000,-11995000,-12880000.0,1313000,-14193000
GNMK,2019-12-31,88021000,59418000,28603000,129835000,43277000.0,-41814000,-41814000,-47286000.0,64000,-47350000
GNMK,2018-12-31,70759000,51278000,19481000,118531000,39322000.0,-47772000,-47772000,-50361000.0,139000,-50500000
GNMK,2017-12-31,52519000,32514000,20005000,112036000,36762000.0,-59517000,-59517000,-61749000.0,101000,-61850000
GNMK,2016-12-31,49274000,19700000,29574000,98255000,29097000.0,-48981000,-48981000,-50501000.0,100000,-50601000
NKG,2019-05-31,8234709,0,8234709,1509150,1509150.0,6725559,6725559,9827604.0,0,9827604
NKG,2018-05-31,8344518,0,8344518,1556343,1556343.0,6788175,6788175,290303.0,0,290303
NKG,2017-05-31,8891021,0,8891021,1580629,1580629.0,7310392,7310392,85233.0,0,85233
NKG,2016-05-31,9575460,0,9575460,1558334,1558334.0,8017126,8017126,11208008.0,0,11208008
MEDS,2019-12-31,7436264,2565500,4870764,6942520,3729880.0,493744,493744,-284428.0,0,-284428
MEDS,2018-12-31,3831778,449049,3382729,3919394,2520397.0,-87616,-87616,9038.0,0,9038
MEDS,2017-12-31,2931280,0,2931280,2536185,2536185.0,395095,395095,288983.0,0,288983
MEDS,2016-12-31,2481866,0,2481866,3489145,3489145.0,-1007279,-1007279,-1173108.0,0,-2760125
NM,2019-12-31,482449000,278683000,203766000,412471000,36194000.0,69978000,69978000,-178859000.0,1475000,-192110000
NM,2018-12-31,505686000,302048000,203638000,441080000,26640000.0,64606000,64606000,-267371000.0,-1108000,-268718000
NM,2017-12-31,463049000,330642000,132407000,473305000,27521000.0,-10256000,-10256000,-167979000.0,-3192000,-165910000
NM,2016-12-31,419782000,302468000,117314000,454212000,25295000.0,-34430000,-34430000,-298884000.0,1265000,-303823000
NUS,2019-12-31,2420416000,581420000,1838996000,2152990000,1571570000.0,267426000,267426000,255172000.0,81619000,173553000
NUS,2018-12-31,2679008000,626940000,2052068000,2360262000,1733322000.0,318746000,318746000,219666000.0,97779000,121887000
NUS,2017-12-31,2279099000,502078000,1777021000,2004616000,1502538000.0,274483000,274483000,265567000.0,136130000,129437000
NUS,2016-12-31,2207797000,469057000,1738740000,1945293000,1476236000.0,262504000,262504000,212839000.0,69753000,143086000
SR,2019-09-30,1952400000,1319000000,633400000,1642400000,-7700000.0,310000000,310000000,219100000.0,34500000,184600000
SR,2018-09-30,1965000000,1351400000,613600000,1685300000,14400000.0,279700000,279700000,187700000.0,-26500000,214200000
SR,2017-09-30,1740700000,1108500000,632200000,1419000000,19200000.0,321700000,321700000,239200000.0,77600000,161600000
SR,2016-09-30,1537300000,992900000,544400000,1255000000,19200000.0,282300000,282300000,213700000.0,69500000,144200000
PKI,2019-12-29,2883673000,1466028000,1417645000,2483201000,827837000.0,400472000,400472000,237142000.0,9389000,227558000
PKI,2018-12-30,2777996000,1417785000,1360211000,2399257000,787474000.0,378739000,378739000,257683000.0,20208000,237927000
PKI,2017-12-31,2256982000,1183228000,1073754000,1937348000,614656000.0,319634000,319634000,296718000.0,139828000,292633000
PKI,2017-01-01,2115517000,1100760000,1014757000,1809532000,584588000.0,305985000,305985000,244068000.0,28362000,234299000
JPS,2019-07-31,191958060,0,191958060,25007459,25007459.0,166950601,166950601,158768884.0,0,158768884
JPS,2018-07-31,191029841,0,191029841,26116062,26116062.0,164913779,164913779,13448344.0,0,13448344
JPS,2017-07-31,184347442,0,184347442,25197193,25197193.0,159150249,159150249,299358861.0,0,299358861
JPS,2016-07-31,120404173,0,120404173,17613451,17613451.0,102790722,102790722,116594002.0,0,116594002
KOSS,2019-06-30,21842097,15143223,6698874,21558664,6080652.0,283433,283433,407611.0,-26503,434114
KOSS,2018-06-30,23522631,16966633,6555998,23886789,6493147.0,-364158,-364158,-369376.0,3041844,-3411220
KOSS,2017-06-30,24054281,17158977,6895304,24758859,7386229.0,-704578,-704578,-773090.0,190546,-963636
KOSS,2016-06-30,26001346,17058774,8942572,25018234,7868201.0,983112,983112,2263038.0,874038,1389000
YEXT,2020-01-31,298829000,77030000,221799000,418182000,291707000.0,-119353000,-119353000,-120447000.0,1097000,-121544000
YEXT,2019-01-31,228283000,57413000,170870000,303928000,210417000.0,-75645000,-75645000,-74615000.0,222000,-74837000
YEXT,2018-01-31,170201000,44095000,126106000,236841000,167059000.0,-66640000,-66640000,-66403000.0,162000,-66565000
YEXT,2017-01-31,124261000,36950000,87311000,166961000,110695000.0,-42700000,-42700000,-43082000.0,68000,-43150000
RBC,2019-12-28,3238000000,2366600000,871400000,2899400000,510300000.0,338600000,338600000,303800000.0,61200000,238900000
RBC,2018-12-29,3645600000,2677800000,967800000,3250300000,543200000.0,395300000,395300000,292200000.0,56400000,231200000
RBC,2017-12-30,3360300000,2465200000,895100000,3032900000,537800000.0,327400000,327400000,277200000.0,59100000,213000000
RBC,2016-12-31,3224500000,2354800000,869700000,2903500000,519200000.0,321000000,321000000,266400000.0,57100000,203400000
DOGZ,2019-06-30,26216515,16786510,9430005,25576945,8117304.0,639570,639570,1783474.0,380296,1421781
DOGZ,2018-06-30,30135295,18000708,12134587,24194071,5612984.0,5941224,5941224,5529080.0,925372,4603708
DOGZ,2017-06-30,21172091,12837219,8334872,15362673,2317007.0,5809418,5809418,5888961.0,943197,4945764
DOGZ,2016-06-30,16094892,10536158,5558734,12451534,1721590.0,3643358,3643358,4090251.0,606810,3483441
PAGP,2019-12-31,33669000000,30755000000,2914000000,31661000000,302000000.0,2008000000,2008000000,2238000000.0,176000000,331000000
PAGP,2018-12-31,34055000000,31056000000,2999000000,31897000000,320000000.0,2158000000,2158000000,2409000000.0,302000000,334000000
PAGP,2017-12-31,26223000000,24168000000,2055000000,24961000000,274000000.0,1262000000,1262000000,896000000.0,937000000,-731000000
PAGP,2016-12-31,20182000000,18415000000,1767000000,19212000000,282000000.0,970000000,970000000,738000000.0,78000000,94000000
TRUP,2019-12-31,383936000,270947000,112989000,385504000,66492000.0,-1568000,-1568000,-1640000.0,169000,-1809000
TRUP,2018-12-31,303956000,214539000,89417000,305001000,52411000.0,-1045000,-1045000,-934000.0,-7000,-927000
TRUP,2017-12-31,243703000,170122000,73581000,245309000,45692000.0,-1606000,-1606000,-1931000.0,-428000,-1503000
TRUP,2016-12-31,188230000,133534000,54696000,194928000,39986000.0,-6698000,-6698000,-6858000.0,38000,-6896000
SBBP,2019-12-31,21712000,3822000,17890000,84975000,45810000.0,-63263000,-63263000,-47683000.0,1768000,-49451000
SBBP,2018-12-31,18027000,3986000,14041000,99950000,63336000.0,-81923000,-81923000,32387000.0,536000,31851000
SBBP,2017-12-31,7046000,1483000,5563000,60065000,36292000.0,-53019000,-53019000,-111712000.0,1771000,-113483000
MTD,2019-12-31,3008652000,1267441000,1741211000,2275464000,814383000.0,733188000,733188000,681394000.0,120285000,561109000
MTD,2018-12-31,2935586000,1251208000,1684378000,2246405000,806602000.0,689181000,689181000,651858000.0,139247000,512611000
MTD,2017-12-31,2725053000,1149302000,1575751000,2111142000,790861000.0,613911000,613911000,574222000.0,198250000,375972000
MTD,2016-12-31,2508257000,1070525000,1437732000,1961331000,735558000.0,546926000,546926000,504193000.0,119823000,384370000
CNOB,2019-12-31,186254000,0,186254000,78807000,70209000.0,107447000,0,94026000.0,20631000,73395000
CNOB,2018-12-31,141588000,0,141588000,65377000,56865000.0,76211000,0,71134000.0,10782000,60352000
CNOB,2017-12-31,147273000,0,147273000,58958000,51693000.0,88315000,0,68514000.0,25294000,43220000
CNOB,2016-12-31,101365000,0,101365000,54747000,47761000.0,46618000,0,42858000.0,11776000,31082000
LWAY,2019-12-31,93662000,68367000,25295000,95595000,23890000.0,-1933000,-1933000,1235000.0,782000,453000
LWAY,2018-12-31,103350000,74646000,28704000,105216000,27093000.0,-1866000,-1866000,-3311000.0,-225000,-3086000
LWAY,2017-12-31,118893000,85757000,33136000,119419000,30550000.0,-526000,-526000,-804000.0,-458000,-346000
LWAY,2016-12-31,123879000,86524000,37355000,117794000,28250000.0,6085000,6085000,5637000.0,2158000,3479000
RNET,2019-12-31,242931000,149753000,93178000,241568000,60686000.0,1363000,1363000,-8041000.0,10745000,-19156000
